"Date","Category","Priority"
2026-03-20,"Technical Errors","Medium"
2026-02-04,"Third-party Issues","Low"
2026-01-18,"Complaints Handling","High"
2026-05-09,"Delivery Delays","High"
2025-10-06,"Third-party Issues","Low"
2026-02-24,"Service Quality","Low"
2026-01-24,"Product Defects","Low"
2026-02-23,"Product Defects","Low"
2026-04-10,"Complaints Handling","Medium"
2026-03-18,"Technical Errors","Low"
2025-12-08,"Account Access","Low"
2025-12-11,"Information Requests","Low"
2026-02-12,"Customer Behaviour","Low"
2025-10-16,"Product Defects","High"
2026-04-26,"Product Defects","High"
2026-06-04,"Service Quality","Medium"
2025-11-17,"Product Defects","Medium"
2026-05-10,"Service Quality","Low"
2025-12-02,"Fraud/Scam Concerns","Low"
2026-04-23,"Product Defects","Medium"
2026-01-11,"Service Quality","Medium"
2026-05-01,"Product Defects","Low"
2026-05-18,"Service Quality","High"
2025-11-29,"Fraud/Scam Concerns","High"
2026-02-26,"Cancellation Requests","Medium"
2026-03-06,"Product Defects","Low"
2026-03-13,"Delivery Delays","Low"
2026-02-27,"Customer Behaviour","Low"
2026-05-30,"Product Defects","Low"
2026-06-08,"Subscription Issues","Medium"
2026-05-21,"Delivery Delays","High"
2025-12-17,"Website Problems","Medium"
2026-02-20,"Customer Behaviour","Medium"
2026-04-25,"Data/Privacy Queries","High"
2026-03-05,"Fraud/Scam Concerns","Medium"
2026-06-07,"Account Access","High"
2026-03-02,"Payment Failures","Medium"
2026-03-20,"Other","Low"
2026-02-07,"Billing Issues","Low"
2026-06-07,"Customer Behaviour","Medium"
2026-05-24,"Fraud/Scam Concerns","Low"
2026-01-11,"Product Defects","Low"
2026-03-13,"Billing Issues","Medium"
2026-02-06,"Delivery Delays","Low"
2026-04-04,"Delivery Delays","Low"
2025-10-25,"Technical Errors","Medium"
2026-02-18,"Delivery Delays","High"
2025-12-30,"Technical Errors","Low"
2026-05-08,"Delivery Delays","Low"
2025-10-09,"Information Requests","Medium"
2026-01-24,"Delivery Delays","Medium"
2025-10-14,"Information Requests","Low"
2026-02-04,"Complaints Handling","Low"
2026-02-02,"Delivery Delays","Low"
2025-12-22,"Information Requests","Low"
2025-12-09,"Technical Errors","High"
2025-11-28,"Technical Errors","Low"
2025-10-28,"Billing Issues","Medium"
2025-12-20,"Billing Issues","Medium"
2026-05-22,"Delivery Delays","Low"
2026-02-20,"Delivery Delays","Low"
2025-12-24,"Complaints Handling","Medium"
2026-05-16,"Refund Requests","Medium"
2026-05-02,"Delivery Delays","Medium"
2025-11-17,"Payment Failures","High"
2025-10-14,"Fraud/Scam Concerns","High"
2026-04-13,"Billing Issues","High"
2025-11-01,"Product Defects","Low"
2025-10-20,"Delivery Delays","Medium"
2025-11-01,"Billing Issues","Low"
2025-12-03,"Customer Behaviour","Medium"
2026-04-23,"Billing Issues","Medium"
2025-11-14,"Technical Errors","High"
2025-11-14,"Payment Failures","Low"
2026-06-04,"Service Quality","Low"
2025-10-28,"Product Defects","Medium"
2026-02-26,"Complaints Handling","Medium"
2026-02-25,"Account Access","Low"
2026-03-15,"Fraud/Scam Concerns","Low"
2025-10-10,"Data/Privacy Queries","Low"
2026-01-26,"Billing Issues","Medium"
2026-01-09,"Product Defects","Low"
2026-03-22,"Billing Issues","Low"
2026-05-07,"Fraud/Scam Concerns","Low"
2026-05-20,"Website Problems","Low"
2026-04-04,"Account Access","Low"
2026-02-09,"Service Quality","Medium"
2026-03-16,"Technical Errors","Medium"
2026-01-21,"Customer Behaviour","Medium"
2026-04-05,"Billing Issues","Low"
2026-04-13,"Product Defects","Low"
2026-02-05,"Customer Behaviour","Low"
2025-12-20,"Account Access","Medium"
2025-12-12,"Product Defects","Low"
2025-11-30,"Delivery Delays","High"
2025-12-05,"Third-party Issues","Medium"
2025-10-11,"Cancellation Requests","Medium"
2025-12-24,"Service Quality","Low"
2026-02-27,"Service Quality","High"
2026-05-16,"Delivery Delays","Medium"
2026-01-23,"Delivery Delays","Low"
2025-10-26,"Billing Issues","Medium"
2026-01-01,"Billing Issues","High"
2025-11-03,"Product Defects","Low"
2026-01-26,"Payment Failures","High"
2026-05-19,"Delivery Delays","Medium"
2025-11-21,"Technical Errors","Low"
2026-05-04,"Delivery Delays","Medium"
2026-03-09,"Third-party Issues","Medium"
2026-01-16,"Cancellation Requests","Low"
2026-01-06,"Billing Issues","Low"
2026-04-20,"Complaints Handling","Low"
2025-12-28,"Fraud/Scam Concerns","Low"
2026-05-20,"Service Quality","Medium"
2026-03-24,"Product Defects","Medium"
2026-01-26,"Refund Requests","Low"
2025-12-14,"Customer Behaviour","High"
2026-02-07,"Information Requests","Low"
2026-02-26,"Website Problems","High"
2025-10-09,"Delivery Delays","Low"
2026-03-21,"Service Quality","High"
2025-12-12,"Billing Issues","Low"
2026-04-05,"Service Quality","Low"
2025-12-04,"Third-party Issues","Low"
2026-03-14,"Technical Errors","High"
2025-11-26,"Complaints Handling","Low"
2026-03-21,"Account Access","Medium"
2026-05-27,"Service Quality","Medium"
2026-05-24,"Product Defects","Low"
2025-12-16,"Billing Issues","Low"
2025-11-29,"Delivery Delays","Low"
2025-12-09,"Delivery Delays","Medium"
2026-02-25,"Technical Errors","High"
2026-03-01,"Communication Problems","Low"
2026-01-22,"Delivery Delays","Medium"
2026-04-03,"Service Quality","Medium"
2025-12-13,"Complaints Handling","Medium"
2025-11-10,"Delivery Delays","High"
2025-12-17,"Account Access","Low"
2025-10-21,"Delivery Delays","Low"
2026-04-24,"Payment Failures","Low"
2026-04-07,"Cancellation Requests","Low"
2026-03-24,"Website Problems","Low"
2025-12-03,"Information Requests","Low"
2025-11-03,"Account Access","Low"
2026-02-03,"Technical Errors","High"
2025-10-01,"Product Defects","High"
2025-12-29,"Subscription Issues","Low"
2025-10-23,"Customer Behaviour","Medium"
2026-01-21,"Billing Issues","High"
2026-05-14,"Product Defects","Low"
2025-12-14,"Fraud/Scam Concerns","Low"
2025-11-26,"Technical Errors","Low"
2025-12-24,"Billing Issues","High"
2026-04-15,"Fraud/Scam Concerns","High"
2026-03-04,"Technical Errors","Low"
2025-12-24,"Technical Errors","Medium"
2025-11-15,"Service Quality","Low"
2025-11-22,"Complaints Handling","Low"
2025-10-27,"Complaints Handling","Low"
2025-11-15,"Third-party Issues","High"
2025-11-24,"Refund Requests","Low"
2026-03-12,"Cancellation Requests","Low"
2025-11-26,"Customer Behaviour","Low"
2026-04-27,"Website Problems","Low"
2025-11-09,"Billing Issues","Low"
2026-05-03,"Product Defects","High"
2025-11-27,"Billing Issues","Low"
2026-03-19,"Delivery Delays","Low"
2026-04-26,"Communication Problems","Low"
2026-04-10,"Technical Errors","Low"
2026-02-14,"Product Defects","Medium"
2026-05-31,"Fraud/Scam Concerns","Low"
2025-11-16,"Data/Privacy Queries","Low"
2026-02-22,"Fraud/Scam Concerns","Low"
2025-10-04,"Product Defects","Medium"
2025-10-10,"Data/Privacy Queries","Low"
2026-01-08,"Account Access","High"
2026-05-22,"Delivery Delays","High"
2026-03-12,"Refund Requests","Low"
2025-11-12,"Payment Failures","Medium"
2026-01-02,"Third-party Issues","Medium"
2026-04-02,"Payment Failures","Low"
2025-12-26,"Product Defects","High"
2026-05-14,"Refund Requests","Low"
2025-12-11,"Customer Behaviour","Low"
2026-01-12,"Refund Requests","Low"
2026-03-27,"Payment Failures","High"
2026-04-16,"Delivery Delays","Low"
2026-02-13,"Information Requests","High"
2025-12-13,"Website Problems","Low"
2026-01-21,"Complaints Handling","High"
2025-10-10,"Billing Issues","High"
2026-01-03,"Product Defects","Low"
2025-11-22,"Information Requests","Medium"
2026-05-13,"Payment Failures","Medium"
2026-01-03,"Communication Problems","Medium"
2026-03-02,"Product Defects","Medium"
2026-04-29,"Complaints Handling","Medium"
2025-12-28,"Account Access","High"
2025-11-01,"Service Quality","Low"
2025-10-01,"Refund Requests","Medium"
2026-03-23,"Cancellation Requests","Medium"
2025-11-22,"Delivery Delays","Medium"
2026-05-26,"Technical Errors","Medium"
2026-05-18,"Account Access","Low"
2025-11-13,"Payment Failures","Low"
2026-01-15,"Customer Behaviour","Medium"
2025-12-23,"Refund Requests","Low"
2026-05-29,"Information Requests","Low"
2026-04-20,"Account Access","High"
2025-10-20,"Delivery Delays","High"
2025-11-02,"Subscription Issues","High"
2026-01-05,"App Issues","Medium"
2025-12-30,"Refund Requests","High"
2025-11-12,"Cancellation Requests","Medium"
2026-04-23,"Service Quality","Low"
2026-01-21,"Information Requests","Low"
2026-04-02,"Cancellation Requests","Low"
2026-02-09,"Service Quality","Low"
2026-02-15,"Product Defects","Low"
2026-01-09,"Subscription Issues","Low"
2025-10-12,"Account Access","Low"
2026-02-11,"Delivery Delays","Medium"
2026-05-02,"Technical Errors","High"
2025-12-10,"Product Defects","Medium"
2026-06-01,"Technical Errors","High"
2026-05-24,"Product Defects","Low"
2026-05-02,"Billing Issues","Medium"
2026-02-04,"Billing Issues","Low"
2026-05-20,"Billing Issues","High"
2026-05-17,"Service Quality","Medium"
2026-03-13,"Billing Issues","Medium"
2026-01-09,"Product Defects","Low"
2026-03-24,"Complaints Handling","Low"
2026-05-17,"Customer Behaviour","Low"
2026-02-02,"Delivery Delays","Low"
2025-10-26,"Website Problems","Low"
2026-04-22,"Complaints Handling","Medium"
2026-04-29,"Payment Failures","High"
2025-11-13,"Delivery Delays","Medium"
2025-10-12,"Technical Errors","Medium"
2026-01-05,"Customer Behaviour","Medium"
2026-05-26,"App Issues","Medium"
2025-12-04,"Delivery Delays","Low"
2025-11-28,"Billing Issues","Low"
2025-10-26,"Service Quality","Medium"
2026-03-31,"Product Defects","Low"
2025-11-07,"App Issues","High"
2026-04-08,"Technical Errors","High"
2026-06-03,"Billing Issues","Medium"
2026-01-30,"Product Defects","Low"
2026-01-07,"Refund Requests","Low"
2026-04-04,"Refund Requests","High"
2026-06-08,"App Issues","High"
2025-12-28,"Payment Failures","Low"
2026-03-22,"Payment Failures","Low"
2026-04-19,"Cancellation Requests","Medium"
2026-01-01,"Billing Issues","Medium"
2026-03-11,"Other","Low"
2026-03-09,"Refund Requests","Low"
2026-04-27,"Cancellation Requests","High"
2025-12-30,"Product Defects","Low"
2026-04-17,"Fraud/Scam Concerns","Medium"
2026-05-31,"Refund Requests","Medium"
2026-04-20,"Service Quality","Medium"
2026-04-10,"Service Quality","Medium"
2025-10-16,"Technical Errors","Medium"
2026-03-03,"Fraud/Scam Concerns","Medium"
2026-04-05,"Technical Errors","High"
2026-01-07,"Account Access","Low"
2026-01-05,"Billing Issues","Low"
2025-11-18,"Information Requests","Low"
2025-10-05,"Account Access","Low"
2026-06-06,"Billing Issues","High"
2025-12-09,"Product Defects","Medium"
2026-01-14,"Delivery Delays","Medium"
2026-02-11,"Delivery Delays","Low"
2026-01-11,"Cancellation Requests","Medium"
2026-01-07,"Data/Privacy Queries","Low"
2026-02-02,"Product Defects","Low"
2026-03-11,"Product Defects","High"
2025-11-11,"Fraud/Scam Concerns","High"
2025-10-12,"Delivery Delays","Medium"
2026-04-20,"Billing Issues","Medium"
2025-10-10,"Communication Problems","Low"
2026-02-22,"Delivery Delays","Medium"
2025-12-19,"App Issues","Low"
2026-02-18,"Service Quality","Medium"
2026-01-27,"Subscription Issues","Low"
2025-12-21,"Billing Issues","Medium"
2026-03-15,"Refund Requests","Medium"
2025-12-18,"Payment Failures","Medium"
2026-03-26,"Technical Errors","Medium"
2026-04-07,"Product Defects","Low"
2026-01-10,"Delivery Delays","Low"
2026-03-14,"Customer Behaviour","Low"
2025-10-20,"Cancellation Requests","Medium"
2026-04-19,"Complaints Handling","High"
2026-01-17,"Billing Issues","Low"
2026-03-06,"Customer Behaviour","High"
2026-01-29,"Product Defects","Medium"
2026-01-28,"Technical Errors","High"
2026-01-23,"Fraud/Scam Concerns","High"
2025-10-27,"Billing Issues","Medium"
2026-01-01,"Delivery Delays","Low"
2025-12-23,"Customer Behaviour","Low"
2026-05-03,"Technical Errors","High"
2026-03-10,"Cancellation Requests","Low"
2025-10-18,"Billing Issues","High"
2025-10-14,"Delivery Delays","Medium"
2026-03-21,"Payment Failures","Medium"
2026-01-05,"Delivery Delays","Low"
2026-01-30,"Third-party Issues","Low"
2025-10-17,"Delivery Delays","High"
2026-01-20,"Fraud/Scam Concerns","Low"
2026-01-23,"Product Defects","Low"
2026-03-05,"Billing Issues","Medium"
2026-03-17,"Information Requests","Medium"
2025-11-30,"Other","Medium"
2026-03-22,"Refund Requests","Medium"
2025-12-16,"Information Requests","Low"
2025-12-09,"Information Requests","Low"
2025-11-27,"Billing Issues","Medium"
2025-11-22,"Technical Errors","Medium"
2026-03-16,"Refund Requests","High"
2026-04-12,"Communication Problems","Low"
2026-05-27,"Billing Issues","Medium"
2026-05-15,"Billing Issues","Medium"
2025-10-03,"Billing Issues","Low"
2025-12-21,"Subscription Issues","Low"
2026-04-12,"Payment Failures","Low"
2026-04-07,"Refund Requests","Low"
2025-12-21,"Product Defects","Medium"
2026-01-24,"Customer Behaviour","Medium"
2025-12-25,"Information Requests","Low"
2026-05-30,"Billing Issues","Low"
2025-10-19,"Information Requests","Low"
2025-11-13,"Subscription Issues","Low"
2025-12-05,"Website Problems","Low"
2026-05-08,"Data/Privacy Queries","Low"
2026-04-02,"Technical Errors","High"
2026-04-21,"Website Problems","Low"
2026-02-13,"Information Requests","Low"
2026-03-22,"Service Quality","Low"
2026-01-19,"Service Quality","Medium"
2026-04-24,"Service Quality","High"
2025-11-01,"Product Defects","Medium"
2025-12-23,"Product Defects","Medium"
2026-01-03,"Information Requests","Medium"
2026-02-10,"Product Defects","Medium"
2026-05-11,"Payment Failures","Low"
2026-05-17,"Account Access","High"
2026-04-28,"Delivery Delays","Medium"
2025-12-16,"Fraud/Scam Concerns","High"
2026-03-24,"Technical Errors","Low"
2026-02-14,"Delivery Delays","Medium"
2026-06-01,"Service Quality","Medium"
2025-11-05,"Refund Requests","Medium"
2026-04-19,"Customer Behaviour","Low"
2026-04-14,"Billing Issues","Low"
2026-01-17,"Delivery Delays","Medium"
2026-01-23,"Communication Problems","Low"
2025-10-25,"Product Defects","Medium"
2026-05-09,"Product Defects","Medium"
2026-01-14,"Fraud/Scam Concerns","High"
2026-01-23,"Payment Failures","Medium"
2025-10-13,"Payment Failures","Low"
2026-05-16,"Service Quality","Low"
2025-10-03,"Refund Requests","Low"
2025-11-20,"App Issues","High"
2025-12-11,"Communication Problems","High"
2026-05-24,"Fraud/Scam Concerns","Low"
2025-10-12,"Account Access","Low"
2026-05-16,"App Issues","Low"
2025-11-25,"Subscription Issues","Low"
2026-04-13,"Delivery Delays","Low"
2026-04-08,"Product Defects","Low"
2025-11-05,"Cancellation Requests","Low"
2026-03-08,"Refund Requests","Medium"
2026-01-31,"Billing Issues","Medium"
2025-10-14,"Delivery Delays","Low"
2025-10-17,"Service Quality","Medium"
2026-02-17,"Information Requests","Low"
2026-03-29,"Customer Behaviour","Low"
2025-12-02,"Technical Errors","Medium"
2026-03-17,"Technical Errors","High"
2025-10-13,"Information Requests","Low"
2025-10-24,"Refund Requests","Low"
2025-10-16,"Payment Failures","Medium"
2026-03-24,"Third-party Issues","Medium"
2026-04-11,"Delivery Delays","Low"
2026-06-01,"Cancellation Requests","Low"
2026-01-08,"Cancellation Requests","Low"
2026-03-22,"Delivery Delays","Low"
2026-02-15,"Other","Medium"
2026-06-06,"Subscription Issues","Low"
2026-03-29,"Complaints Handling","High"
2025-11-05,"Customer Behaviour","High"
2026-05-03,"Technical Errors","Low"
2026-03-19,"Other","Low"
2025-10-21,"App Issues","Medium"
2025-12-28,"Billing Issues","Medium"
2026-06-08,"Service Quality","Medium"
2026-04-09,"Complaints Handling","Medium"
2025-10-27,"Complaints Handling","Low"
2025-12-23,"Technical Errors","Medium"
2026-03-20,"Billing Issues","High"
2026-01-03,"Cancellation Requests","Medium"
2025-12-17,"Delivery Delays","Medium"
2025-11-27,"Account Access","Medium"
2026-05-17,"Product Defects","High"
2025-11-27,"Delivery Delays","Low"
2025-12-20,"Account Access","Low"
2026-06-05,"Data/Privacy Queries","Low"
2025-10-24,"Fraud/Scam Concerns","Low"
2026-03-04,"Communication Problems","Low"
2026-03-27,"Service Quality","High"
2026-03-24,"Complaints Handling","Medium"
2025-12-13,"Technical Errors","Low"
2026-04-11,"Customer Behaviour","High"
2025-12-05,"Third-party Issues","High"
2026-01-09,"Technical Errors","High"
2026-02-20,"Delivery Delays","Low"
2026-01-12,"Delivery Delays","Low"
2025-11-12,"Product Defects","Low"
2026-05-13,"Cancellation Requests","Low"
2025-12-04,"Service Quality","Low"
2026-05-08,"Customer Behaviour","Low"
2025-10-04,"Service Quality","Medium"
2026-03-22,"Billing Issues","Medium"
2026-01-17,"Refund Requests","Medium"
2025-11-28,"Information Requests","Low"
2025-10-20,"Third-party Issues","Medium"
2026-04-23,"Fraud/Scam Concerns","Medium"
2025-10-26,"Technical Errors","Low"
2026-05-03,"Billing Issues","Medium"
2026-04-21,"Service Quality","Medium"
2025-11-07,"Delivery Delays","Medium"
2026-03-25,"Delivery Delays","Low"
2025-10-29,"Account Access","Medium"
2025-12-13,"Technical Errors","Medium"
2025-11-02,"Account Access","High"
2026-05-12,"Website Problems","Medium"
2025-11-10,"Information Requests","Low"
2026-06-07,"Technical Errors","High"
2025-10-17,"Information Requests","Low"
2026-04-10,"App Issues","Low"
2025-11-29,"Complaints Handling","Low"
2026-04-20,"Refund Requests","Low"
2025-12-07,"Billing Issues","Medium"
